Series Name,Series Code,Country Name,Country Code,,,,,,,,,,,,,,,,,,
FM.LBL.BMNY.GD.ZS,CC BY-4.0,Broad money (% of GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FM.LBL.BMNY.CN,CC BY-4.0,Broad money (current LCU),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FM.LBL.BMNY.ZG,CC BY-4.0,Broad money growth (annual %),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FM.LBL.BMNY.IR.ZS,CC BY-4.0,Broad money to total reserves ratio,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
IC.BUS.DISC.XQ,CC BY-4.0,Business extent of disclosure index (0=less disclosure to 10=more disclosure),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
ER.FSH.CAPT.MT,CC BY-4.0,Capture fisheries production (metric tons),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.ZG.AR5,CC BY-4.38,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.MT.CE.AR5,CC BY-4.2,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.PC.CE.AR5,CC BY-4.36,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.AG.MT.CE.AR5,CC BY-4.3,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.BU.MT.CE.AR5,CC BY-4.4,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.FE.MT.CE.AR5,CC BY-4.5,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.IC.MT.CE.AR5,CC BY-4.6,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.IP.MT.CE.AR5,CC BY-4.8,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.PI.MT.CE.AR5,CC BY-4.7,Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.TR.MT.CE.AR5,CC BY-4.9,Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.WA.MT.CE.AR5,CC BY-4.10,Carbon dioxide (CO2) emissions from Waste (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.LU.DF.MT.CE.AR5,CC BY-4.30,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.LU.FL.MT.CE.AR5,CC BY-4.31,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.LU.OS.MT.CE.AR5,CC BY-4.32,Carbon dioxide (CO2) net fluxes from LULUCF - Organic Soil (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.LU.OL.MT.CE.AR5,CC BY-4.33,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.LU.MT.CE.AR5,CC BY-4.34,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.RT.GDP.PP.KD,CC BY-4.42,Carbon intensity of GDP (kg CO2e per 2021 PPP $),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
EN.GHG.CO2.RT.GDP.KD,CC BY-4.41,Carbon intensity of GDP (kg CO2e per constant 2021 US$ of GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.DTH.COMM.ZS,CC BY-4.0,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.DTH.INJR.ZS,CC BY-4.0,"Cause of death, by injury (% of total)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.DTH.NCOM.ZS,CC BY-4.0,"Cause of death, by non-communicable diseases (% of total)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
GC.DOD.TOTL.GD.ZS,CC BY-4.0,"Central government debt, total (% of GDP)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
GC.DOD.TOTL.CN,CC BY-4.0,"Central government debt, total (current LCU)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
AG.PRD.CREL.MT,CC BY-4.0,Cereal production (metric tons),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
AG.YLD.CREL.KG,CC BY-4.0,Cereal yield (kg per hectare),"Cereal yield, measured as kilograms per hectare of harvested land, includes wheat, rice, maize, barley, oats, rye, millet, sorghum, buckwheat, and mixed grains. Production data on cereals relate to crops harvested for dry grain only. Cereal crops harvested for hay or harvested green for food, feed, or silage and those used for grazing are excluded.",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
NE.GDI.STKB.KN,CC BY-4.0,Changes in inventories (constant LCU),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
NE.GDI.STKB.CN,CC BY-4.0,Changes in inventories (current LCU),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
NE.GDI.STKB.CD,CC BY-4.0,Changes in inventories (current US$),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
BM.GSR.ROYL.CD,CC BY-4.0,"Charges for the use of intellectual property, payments (BoP, current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
BX.GSR.ROYL.CD,CC BY-4.0,"Charges for the use of intellectual property, receipts (BoP, current US$)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
NV.MNF.CHEM.ZS.UN,CC BY-4.0,Chemicals (% of value added in manufacturing),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
The ISIC system is described in the United Nations' International Standard Industrial Classification of All Economic Activities," Third Revision (1990). The discussion of the ISIC draws on Ryten (1998).""","In establishing classifications systems compilers must define both the types of activities to be described and the units whose activities are to be reported. There are many possibilities, and the choices affect how the statistics can be interpreted and how useful they are in analyzing economic behavior. The ISIC emphasizes commonalities in the production process and is explicitly not intended to measure outputs (for which there is a newly developed Central Product Classification). Nevertheless, the ISIC views an activity as defined by a process resulting in a homogeneous set of products.""""",,,,,,,,,,,,,,,,,,,
SL.AGR.0714.ZS,CC BY-4.0,Child employment in agriculture (% of economically active children ages 7-14),,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.AGR.0714.FE.ZS,CC BY-4.0,"Child employment in agriculture, female (% of female economically active children ages 7-14)",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.AGR.0714.MA.ZS,CC BY-4.0,"Child employment in agriculture, male (% of male economically active children ages 7-14)",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.MNF.0714.ZS,CC BY-4.0,Child employment in manufacturing (% of economically active children ages 7-14),,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.MNF.0714.FE.ZS,CC BY-4.0,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.MNF.0714.MA.ZS,CC BY-4.0,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.SRV.0714.ZS,CC BY-4.0,Child employment in services (% of economically active children ages 7-14),,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.SRV.0714.FE.ZS,CC BY-4.0,"Child employment in services, female (% of female economically active children ages 7-14)",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SL.SRV.0714.MA.ZS,CC BY-4.0,"Child employment in services, male (% of male economically active children ages 7-14)",,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,
SH.HIV.0014,CC BY-4.0,Children (0-14) living with HIV,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.HIV.INCD.14,CC BY-4.0,Children (ages 0-14) newly infected with HIV,,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SL.TLF.0714.FE.ZS,CC BY-4.0,"Children in employment, female (% of female children ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SL.TLF.0714.MA.ZS,CC BY-4.0,"Children in employment, male (% of male children ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SL.SLF.0714.ZS,CC BY-4.0,"Children in employment, self-employed (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.SLF.0714.FE.ZS,CC BY-4.0,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.SLF.0714.MA.ZS,CC BY-4.0,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.TLF.0714.SW.ZS,CC BY-4.0,"Children in employment, study and work (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SL.TLF.0714.SW.FE.ZS,CC BY-4.0,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SL.TLF.0714.SW.MA.ZS,CC BY-4.0,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SL.TLF.0714.ZS,CC BY-4.0,"Children in employment, total (% of children ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SL.FAM.0714.ZS,CC BY-4.0,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.FAM.0714.FE.ZS,CC BY-4.0,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.FAM.0714.MA.ZS,CC BY-4.0,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.WAG.0714.ZS,CC BY-4.0,"Children in employment, wage workers (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.WAG.0714.FE.ZS,CC BY-4.0,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.WAG.0714.MA.ZS,CC BY-4.0,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. In addition, the shares of three categories (self-employed workers, wage workers, and unpaid family workers) may not add up to 100 percent because of a residual category not included.",,,,,,,,,,,,,,,,,,,
SL.TLF.0714.WK.ZS,CC BY-4.0,"Children in employment, work only (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SL.TLF.0714.WK.FE.ZS,CC BY-4.0,"Children in employment, work only, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SL.TLF.0714.WK.MA.ZS,CC BY-4.0,"Children in employment, work only, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Country surveys define the ages for child labor as 5-17. The data here have been recalculated to present statistics for children ages 7-14.""","In most countries more boys are involved in employment, or the gender difference is small. However, girls are often more present in hidden or underreported forms of employment such as domestic service, and in almost all societies girls bear greater responsibility for household chores in their own homes, work that lies outside the System of National Accounts production boundary and is thus not considered in estimates of children's employment.","Although efforts are made to harmonize the definition of employment and the questions on employment in survey questionnaires, significant differences remain in the survey instruments that collect data on children in employment and in the sampling design underlying the surveys. Differences exist not only across different household surveys in the same country but also across the same type of survey carried out in different countries, so estimates of working children are not fully comparable across countries. For detailed source information, see footnotes at each data point.",,,,,,,,,,,,,,,,,,,
SE.PRM.UNER.ZS,CC BY-4.0,Children out of school (% of primary school age),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.UNER.FE.ZS,CC BY-4.0,"Children out of school, female (% of female primary school age)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.UNER.MA.ZS,CC BY-4.0,"Children out of school, male (% of male primary school age)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.UNER,CC BY-4.0,"Children out of school, primary",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.UNER.FE,CC BY-4.0,"Children out of school, primary, female",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SE.PRM.UNER.MA,CC BY-4.0,"Children out of school, primary, male",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
SH.MLR.TRET.ZS,CC BY-4.0,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FM.AST.CGOV.ZG.M3,CC BY-4.0,Claims on central government (annual growth as % of broad money),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FS.AST.CGOV.GD.ZS,CC BY-4.0,"Claims on central government, etc. (% GDP)",,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FS.AST.DOMO.GD.ZS,CC BY-4.0,Claims on other sectors of the domestic economy (% of GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FM.AST.DOMO.ZG.M3,CC BY-4.0,Claims on other sectors of the domestic economy (annual growth as % of broad money),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
FM.AST.PRVT.ZG.M3,CC BY-4.0,Claims on private sector (annual growth as % of broad money),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
NY.GDP.COAL.RT.ZS,CC BY-4.0,Coal rents (% of GDP),,,,,,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,
